N,P,K,temperature,humidity,ph,rainfall,previous_crop,soil_type,water_requirement,investment_per_acre,crop_duration,label,previous_crop_profit_per_acre,predicted_crop_profit_per_acre
97,53,193,14.273099860921757,88.59152031561324,7.837215426472836,222.035285058909,Sugarcane,Red Soil,High,58551,Medium (5-7 months),Groundnut,86894,32228
33,32,197,39.03955661923243,90.65529538197121,8.21203742189569,172.65957574250365,Rice,Red Soil,Low,64169,Long (8-12 months),Groundnut,98123,102814
99,20,5,22.334300249570717,73.28339469439874,7.423451553311196,245.8722076429496,Wheat,Red Soil,Medium,38896,Medium (5-7 months),Groundnut,80438,25322
13,91,13,9.49748988588851,97.32238781894077,5.173602475535359,211.10825286454923,Chilli,Red Soil,Medium,38056,Short (3-4 months),Groundnut,48416,108710
111,87,79,19.4700803540482,65.54456782181276,3.9098291061953727,90.94410575535362,Rice,Sandy Soil,Low,72985,Short (3-4 months),Barley,37140,149904
74,38,84,36.18160853283629,36.10674498375211,7.11185498150023,281.5185434049351,Cotton,Sandy Soil,Low,75920,Long (8-12 months),Peanut,92500,103442
96,142,97,38.77417471221007,70.85058501622875,6.376040526764404,39.9852599708957,Chilli,Sandy Soil,High,35439,Short (3-4 months),Barley,28757,134650
120,5,147,28.616199215644045,92.19610091874691,4.296458590747487,196.4069039706101,Rice,Sandy Soil,Low,79077,Long (8-12 months),Peanut,39796,111537
54,70,63,19.075331040590136,45.02021422399887,9.031718574890014,190.64930702367636,Wheat,Black Soil,High,49763,Medium (5-7 months),Cotton,89726,143715
116,119,198,27.221294350201404,36.96190499591231,6.699122144790364,143.91518859810623,Wheat,Loamy Soil,Medium,76998,Medium (5-7 months),Sugarcane,56604,120650
92,51,14,37.97320193710452,97.11049562073937,6.422899490455262,153.0506745203567,Rice,Red Soil,High,32965,Short (3-4 months),Millets,91654,96207
36,28,181,19.839535688536138,79.96958410056158,6.188544784071902,236.62478865319667,Chilli,Sandy Soil,Low,45847,Short (3-4 months),Sesame,39610,82499
25,108,143,22.25808324284933,18.525220677190024,8.248778078106392,221.24146935633556,Chilli,Sandy Soil,Medium,46859,Long (8-12 months),Peanut,37933,144128
66,33,34,27.63391721997755,62.36478729553456,3.837649041719668,135.52952768104058,Rice,Loamy Soil,High,50041,Medium (5-7 months),Sugarcane,60558,57845
83,76,27,39.74227967554809,34.354358343248364,4.889278218479964,79.82841666843953,Sugarcane,Sandy Soil,Low,30405,Medium (5-7 months),Peanut,22860,84164
17,90,26,29.113459315476025,38.845043824525426,9.306990333601732,37.40942357572132,Chilli,Sandy Soil,High,31173,Short (3-4 months),Barley,31875,83608
26,108,183,16.061025187589205,21.766311351496086,3.7631147114402252,221.79491498874046,Sugarcane,Black Soil,Medium,66702,Long (8-12 months),Soybean,73037,31086
30,137,46,11.930934278893957,34.05987474193092,7.432077911122379,214.02694065304215,Cotton,Red Soil,Low,75140,Short (3-4 months),Millets,81189,112762
105,78,33,12.136893880375222,57.56803324817325,5.056545485983256,99.44834514323145,Rice,Sandy Soil,High,78653,Long (8-12 months),Sesame,22750,45366
128,141,177,41.94169973586835,20.992798055618028,6.980271644476035,285.47561599828725,Wheat,Black Soil,High,73548,Long (8-12 months),Soybean,73072,89884
5,106,165,37.48660008137296,90.52600064653352,6.919982137639911,201.36021928590492,Wheat,Black Soil,Medium,57583,Long (8-12 months),Cotton,77086,130556
10,142,171,35.51557154390889,80.72855788721715,7.724717949608975,205.55184369769472,Rice,Black Soil,Medium,31282,Short (3-4 months),Chilli,84445,55231
17,79,69,26.12389014211391,46.95151817582868,4.609180542304788,177.0136425329265,Chilli,Loamy Soil,Medium,69471,Short (3-4 months),Rice,21010,127580
20,44,182,32.263558210038155,25.421648740914563,7.625334795562064,200.06280224144356,Wheat,Sandy Soil,Medium,76973,Short (3-4 months),Sesame,72009,36655
18,138,116,13.263112723025534,99.4652191523718,8.530992973324196,298.2998809518556,Sugarcane,Sandy Soil,Medium,71567,Short (3-4 months),Sesame,73991,121682
3,21,90,30.463777622799075,62.546848942241866,4.634723627606053,243.30836774629566,Cotton,Red Soil,Medium,57762,Short (3-4 months),Maize,81234,141689
76,74,52,37.081235960565266,50.51710221764298,8.581055002718132,137.81834834662035,Sugarcane,Black Soil,Low,38474,Long (8-12 months),Soybean,62662,63793
115,65,41,10.991198551934968,31.286155513599283,4.287788899547204,74.47700033183186,Sugarcane,Sandy Soil,High,74745,Medium (5-7 months),Peanut,46490,20300
24,115,90,19.14646315342733,31.67854572667298,5.1945028744642165,229.8950460454847,Sugarcane,Red Soil,Low,48342,Long (8-12 months),Groundnut,52030,86636
76,87,165,12.668866474614495,82.51214328606387,5.831347788540199,264.9067560012865,Wheat,Red Soil,High,78972,Medium (5-7 months),Groundnut,38297,56949
48,28,138,17.894539670020478,58.824248370287975,5.506705931945954,165.71494703810384,Cotton,Black Soil,Low,43598,Long (8-12 months),Cotton,53694,83207
64,55,95,35.747991317011184,98.6104627230787,8.223343651361962,277.2666588708774,Rice,Sandy Soil,Low,60140,Short (3-4 months),Peanut,44189,138042
82,66,74,20.397527858462595,95.96123335506417,5.23392707776139,175.62123777467485,Rice,Loamy Soil,Low,33595,Short (3-4 months),Sugarcane,49259,87290
0,71,59,32.86103153178838,31.988112480062117,8.332222031879056,80.50474371982807,Chilli,Sandy Soil,Medium,70822,Long (8-12 months),Barley,25746,149148
80,34,176,35.775127094728745,99.92832902938547,3.8720025791010944,138.79437488699443,Cotton,Red Soil,Medium,66597,Short (3-4 months),Millets,49604,101470
20,111,54,37.28538473576508,98.83273423947163,5.553315730999074,137.5796059866199,Wheat,Sandy Soil,High,71369,Medium (5-7 months),Peanut,97414,60522
85,138,58,39.2626502598299,82.77534887060669,9.37414693501961,68.69865343575744,Cotton,Black Soil,High,40002,Short (3-4 months),Chilli,36490,28402
14,115,195,29.653174206433853,47.76833206189228,5.983889398368008,211.62423342655765,Chilli,Sandy Soil,Low,57457,Short (3-4 months),Sesame,98239,32908
49,125,109,18.60592189933264,33.472591831073615,6.52888376365431,254.65249009596673,Cotton,Red Soil,Medium,41419,Long (8-12 months),Millets,78900,60101
47,15,20,14.072612227919617,23.10119993704386,8.34584410629224,78.36539575988972,Chilli,Black Soil,High,76377,Medium (5-7 months),Cotton,93156,142675
48,76,132,26.3798298229886,18.713470191601974,3.8507497281541174,233.9553679339794,Wheat,Loamy Soil,Low,61164,Short (3-4 months),Wheat,73198,120478
107,95,51,12.434625446534119,84.62036887085344,8.009806362420349,60.78070413333634,Wheat,Black Soil,Medium,48484,Short (3-4 months),Soybean,87309,101295
44,33,189,40.56423993851894,95.31520918379242,3.9190135209368266,112.65769300893903,Rice,Loamy Soil,High,76959,Long (8-12 months),Wheat,62686,43286
31,123,134,24.246030640865804,80.48461691506662,7.05790451641902,226.04375260951778,Sugarcane,Red Soil,Low,39240,Medium (5-7 months),Groundnut,61695,66754
131,123,169,39.249013606159664,79.32576109776953,7.436946453683816,131.51995097096548,Cotton,Red Soil,Medium,64174,Long (8-12 months),Maize,20702,29659
96,12,97,33.543618743935525,49.848801545028145,4.434843425189462,22.436676672567128,Sugarcane,Black Soil,Medium,72231,Short (3-4 months),Chilli,29199,46970
79,84,27,38.69955105754505,69.22253194378985,8.976572058408495,246.92438425880655,Sugarcane,Red Soil,Medium,76650,Short (3-4 months),Millets,31806,22960
53,76,145,39.631453544756575,71.79721548130615,7.163182239099941,82.63743944025497,Wheat,Black Soil,Medium,66485,Short (3-4 months),Cotton,21143,139703
126,37,119,10.682943481509406,36.31298405432125,4.499961512440842,258.2646429252838,Wheat,Red Soil,Low,36718,Long (8-12 months),Groundnut,66868,69945
133,9,69,34.10077896629594,77.58048041597455,9.040483115708621,90.99212193174037,Chilli,Black Soil,High,64288,Short (3-4 months),Cotton,74166,66116
65,26,52,16.72082080255825,26.783746705775357,8.808406856068455,91.13843679682124,Cotton,Loamy Soil,High,51340,Short (3-4 months),Rice,86219,147785
136,82,11,43.3024921552731,39.414229874931664,7.8176410425941745,266.21159701095337,Cotton,Black Soil,Low,71182,Short (3-4 months),Chilli,76394,86713
108,18,163,35.952876961361525,64.81010410536933,6.11214032355545,117.49178532630079,Rice,Sandy Soil,Medium,35514,Short (3-4 months),Peanut,47901,131793
22,34,195,8.956884408610168,60.512415013468875,6.682530378179312,205.77044685103075,Rice,Black Soil,High,59490,Short (3-4 months),Cotton,60559,79815
106,9,177,41.1459650528982,74.65746617048325,8.02807115578871,119.59128557913382,Wheat,Loamy Soil,High,53190,Medium (5-7 months),Sugarcane,97449,71281
50,22,60,19.012482326190124,64.2276428842049,5.436226616993741,170.88133762547486,Sugarcane,Black Soil,Medium,65757,Long (8-12 months),Cotton,33089,64875
71,67,196,23.345976988454485,18.50509479252385,7.333495239383442,234.7597722919558,Cotton,Loamy Soil,Medium,58377,Long (8-12 months),Wheat,50325,75492
102,139,26,30.163715921407913,98.07049138775012,7.504691795749216,275.86903653480135,Sugarcane,Black Soil,High,66753,Medium (5-7 months),Soybean,50271,42536
79,61,67,40.75890457853299,79.70724215321853,4.932914077698145,201.64460159614188,Cotton,Black Soil,Medium,79696,Long (8-12 months),Cotton,49098,136031
17,13,84,41.1428390747932,89.73197956265975,4.331979455949806,126.19202812259498,Rice,Black Soil,High,67409,Medium (5-7 months),Cotton,57406,116046
80,116,32,28.46256329616433,83.17384563489478,4.564443621761272,129.90078369450904,Sugarcane,Black Soil,Low,69865,Short (3-4 months),Chilli,78943,48761
106,109,176,19.863465876771713,32.46524205379454,3.6407806633073276,63.65595229281088,Sugarcane,Red Soil,Low,55639,Long (8-12 months),Maize,73289,64216
68,127,107,18.555393486023956,94.21341235905537,8.3346110080575,177.61106039284232,Rice,Black Soil,Low,38155,Long (8-12 months),Chilli,30909,138825
79,75,146,21.52484742829913,98.61746951327437,8.709837512785843,254.6491574756591,Cotton,Black Soil,High,66527,Short (3-4 months),Cotton,56947,108121
41,117,89,15.116543817900798,21.002123496147295,8.646494589544389,56.44244675462802,Cotton,Loamy Soil,Medium,36162,Long (8-12 months),Sugarcane,58415,20400
33,63,151,32.16923372814507,27.83971372795554,9.484871523328705,92.86654327402681,Wheat,Red Soil,Medium,37847,Medium (5-7 months),Maize,79141,133347
47,10,192,27.21948033054542,99.14983009148192,4.049857435896882,25.602072452619893,Chilli,Red Soil,High,58533,Long (8-12 months),Millets,63943,88844
135,114,81,35.78077901473381,39.41495266665023,9.48937369140078,166.64400226655044,Sugarcane,Black Soil,Medium,43748,Short (3-4 months),Chilli,96608,50963
137,115,6,12.105437039041005,84.53466978777091,6.731844299529779,36.405774540193605,Wheat,Loamy Soil,Medium,70874,Long (8-12 months),Wheat,36313,128609
4,57,55,22.762320062366097,20.61386819389421,6.034250197138515,181.41746838764698,Cotton,Red Soil,Medium,52672,Long (8-12 months),Maize,89102,34828
115,68,82,17.184852119917224,77.0456858112346,4.4169501228755745,99.33131986800294,Rice,Loamy Soil,High,36908,Long (8-12 months),Sugarcane,47021,32009
116,8,166,27.47681679248252,74.38430980069009,6.612219937024201,243.64568822501346,Sugarcane,Loamy Soil,Low,38084,Medium (5-7 months),Sugarcane,29387,64981
107,5,86,25.143892498609052,94.63652935641439,7.888338040618887,169.08927534375613,Chilli,Black Soil,Low,75387,Short (3-4 months),Soybean,86230,146419
22,74,55,24.492949035143006,76.72643398701476,4.076569663963225,154.2508904249174,Rice,Loamy Soil,Low,43937,Short (3-4 months),Sugarcane,72332,68800
61,35,151,19.826146465559738,17.806974091465435,9.792325621976154,84.68686604626407,Sugarcane,Black Soil,High,57430,Medium (5-7 months),Cotton,30507,47886
12,69,168,34.15611095121667,52.87258026088902,9.399911035089204,277.8671087389096,Sugarcane,Sandy Soil,Low,44053,Medium (5-7 months),Peanut,68362,106059
136,121,122,25.6082217400782,44.0805578533372,9.210024772701525,285.284294814856,Chilli,Loamy Soil,High,63351,Short (3-4 months),Sugarcane,50233,110329
19,23,158,15.873833724806198,63.18288950496211,6.138396342481477,230.12113800093667,Rice,Red Soil,High,54471,Short (3-4 months),Maize,73177,88788
91,122,167,27.904119707089208,50.97549201392979,9.00896819012296,105.46129561672308,Cotton,Black Soil,Low,71144,Short (3-4 months),Chilli,75384,137635
107,73,67,29.619590970625488,38.33299205161285,4.311351115852693,239.65610348009346,Rice,Loamy Soil,Medium,37061,Short (3-4 months),Rice,79129,30247
107,35,108,9.570752613116374,70.92534219694944,9.361222813859733,221.80547007317315,Sugarcane,Loamy Soil,Medium,36746,Long (8-12 months),Wheat,32128,58838
32,83,136,15.927324050006913,40.929806048382346,9.00055593676578,79.08327842670296,Wheat,Red Soil,Low,41727,Short (3-4 months),Maize,61540,36371
63,59,89,17.27340696935734,87.17964919650304,7.280422460444812,42.92519630603584,Chilli,Loamy Soil,Low,37400,Long (8-12 months),Wheat,81163,56729
29,131,7,17.47104907236854,41.94630634861542,7.763837801506317,73.9377794543675,Sugarcane,Black Soil,Low,65660,Medium (5-7 months),Cotton,46164,81102
107,81,9,17.149409929946657,58.434469877179204,5.759980689644069,261.48906534743566,Wheat,Red Soil,Medium,77584,Medium (5-7 months),Millets,58596,61622
72,95,161,18.29232021826435,85.06778968693182,9.606108145676867,63.75058590425604,Wheat,Red Soil,Medium,64439,Long (8-12 months),Millets,61422,83654
108,10,123,17.98167084375737,84.79925904980531,3.9340568433931145,240.68286283666933,Wheat,Loamy Soil,High,34472,Long (8-12 months),Sugarcane,66092,122891
99,24,23,39.635313094840264,64.50010788533737,9.234180937004943,108.85202758612816,Rice,Loamy Soil,Medium,53012,Short (3-4 months),Sugarcane,44622,68703
13,104,119,19.96534501431654,46.826310705680825,5.1859220866045295,221.58968634109934,Rice,Sandy Soil,High,46798,Long (8-12 months),Peanut,69223,136957
18,49,149,21.01484179052725,62.08675295560822,8.681753437345664,270.57216885074985,Chilli,Sandy Soil,Low,41940,Long (8-12 months),Sesame,61361,132975
70,85,38,18.101903982945203,87.09617330908485,3.822589276600172,239.58772721791775,Chilli,Black Soil,Medium,70930,Short (3-4 months),Cotton,65938,125216
58,63,24,42.54546537163488,33.012805143830676,5.075553675856916,169.79242386623324,Cotton,Black Soil,High,54933,Medium (5-7 months),Cotton,98591,70411
96,56,160,27.48743183719026,24.757933150394678,4.7766756412956655,21.56327678368376,Rice,Loamy Soil,High,33900,Short (3-4 months),Wheat,73255,37348
43,29,77,30.10309589195572,64.15207474765096,9.7953164920153,58.577656067248,Wheat,Loamy Soil,Low,77999,Short (3-4 months),Wheat,45171,40602
110,127,199,34.457272193541044,63.46720550376892,4.853710428189028,238.27816296010081,Cotton,Sandy Soil,Low,63322,Short (3-4 months),Barley,57687,104456
10,133,142,20.455549408131926,39.387830565856405,5.891057326001066,47.25669810859678,Wheat,Black Soil,Medium,49976,Medium (5-7 months),Cotton,94387,28552
105,45,153,42.58749669974375,51.50168694589798,5.421314791056227,291.0905976983124,Sugarcane,Sandy Soil,Medium,30228,Short (3-4 months),Sesame,94713,135578
1,106,120,14.134214182311737,21.84703998656988,9.844531980516685,290.28924024966216,Rice,Sandy Soil,High,65302,Long (8-12 months),Peanut,77021,87462
124,22,8,24.780430389604064,25.467311804067343,7.465024647317137,102.02471582648886,Rice,Red Soil,Medium,78876,Long (8-12 months),Maize,21385,112764
93,133,26,13.894206612395536,85.26582360767195,5.817922641135823,29.728621045429886,Chilli,Black Soil,Low,51421,Long (8-12 months),Soybean,51723,117842
92,106,75,36.37012589485314,54.074461498760606,9.342857182751272,228.1049427720268,Cotton,Sandy Soil,Medium,37885,Medium (5-7 months),Sesame,40724,59622
3,75,194,12.565676812876308,22.81439771156152,8.05246370192305,73.4201489705701,Chilli,Red Soil,Medium,79432,Short (3-4 months),Maize,76564,34017
62,12,16,28.128975283174928,96.71309432522946,8.028345562833346,224.34406908000804,Sugarcane,Sandy Soil,Low,47986,Short (3-4 months),Peanut,77535,54328
28,77,143,12.478154385997062,32.25502582967533,6.632386031471723,113.44639738104486,Chilli,Loamy Soil,Low,74618,Short (3-4 months),Wheat,83805,120178
18,93,154,24.600859301835364,41.424666372336894,6.705845730501318,123.97780192674712,Wheat,Sandy Soil,Low,42976,Long (8-12 months),Sesame,61872,95574
90,31,161,18.594357296350616,97.62747329863583,8.203663312263284,187.48049933527687,Sugarcane,Sandy Soil,High,76165,Long (8-12 months),Barley,55623,32816
28,11,193,40.30540263537809,29.764268922163126,3.5697926284810557,65.83171896326493,Sugarcane,Sandy Soil,Medium,55464,Medium (5-7 months),Barley,51882,144518
115,36,65,10.676053555982431,97.30090104148935,6.316596688812709,290.0703286866147,Sugarcane,Sandy Soil,Medium,43487,Short (3-4 months),Barley,37543,126099
69,77,31,31.47588305312089,76.17120850778781,9.81445454840194,32.281676563264476,Wheat,Red Soil,Low,37090,Long (8-12 months),Groundnut,27468,145227
122,103,179,33.0550538899062,50.85550351543078,7.708498027211927,284.03779672067895,Wheat,Red Soil,High,37764,Long (8-12 months),Maize,43360,98994
22,116,88,39.806539489382025,65.25765381751933,5.940799808895131,103.318925500225,Rice,Sandy Soil,High,79330,Long (8-12 months),Barley,73884,131206
45,134,146,39.41438681839038,57.79649822518155,4.598615444601602,205.71685684170842,Rice,Red Soil,Medium,78180,Medium (5-7 months),Millets,48814,67794
7,35,11,42.875908807032815,83.2432499712127,5.811226819239519,297.9967722063064,Wheat,Red Soil,Medium,44013,Short (3-4 months),Millets,22983,23096
65,84,147,17.674369609936484,19.64516953750781,6.590740714312727,86.17369925103277,Chilli,Red Soil,Medium,47114,Medium (5-7 months),Millets,65830,45661
99,37,178,18.403289169353215,83.98512013962886,7.560383470188587,152.48230738734028,Chilli,Loamy Soil,Medium,73571,Long (8-12 months),Rice,79882,77897
60,103,160,22.67125413240266,97.46340155706427,9.826633965013169,26.75307570296969,Wheat,Loamy Soil,High,34032,Short (3-4 months),Rice,95759,129840
111,58,175,27.560134845131614,51.08267979507951,6.695192152082287,79.9859378518426,Rice,Black Soil,Medium,55866,Short (3-4 months),Cotton,33769,70386
